id,original_title,genres_id,vote_average
28355,Case 39,"27, 9648, 53",6.3
18726,Perfect Creature,"28, 878, 18, 14, 27",5.3
241863,神さまの言うとおり,"53, 27, 35",7.117
274479,Joy,"18, 35",6.545
33079,Dishonored Lady,"80, 18",5.7
549514,Fatale,"18, 53",6.0
2277,Bicentennial Man,"878, 18",7.3
390054,Sand Castle,"10752, 28, 18",6.5
43754,The Killing Jar,"18, 53, 9648",5.465
342878,Un moment d'égarement,"18, 10749",5.826
10559,Frequency,"878, 53",7.2
1082010,고급창녀 2,18,7.0
7090,Ken Park,18,6.0
58496,Senna,99,8.114
707886,Feel the Beat,"35, 10402, 18",7.584
407439,Mary Magdalene,"18, 36",6.3
614911,The Midnight Sky,"878, 18",5.74
203,Mean Streets,"18, 80",7.078
800889,Caged Birds,18,0.0
269495,Ei kiitos,"18, 35",4.9
353326,The Man Who Knew Infinity,"18, 36",7.2
745391,Love in Taipei,"10749, 35, 18",7.1
818110,The Magic Flute - Das Vermächtnis der Zauberflöte,"12, 14, 10402, 10751",6.5
18995,D.O.A.,"9648, 53, 80",6.9
684501,관전남,"18, 10749",6.3
37950,Charlie St. Cloud,"18, 10749",7.0
89315,La ragazza del vagone letto,"53, 27",5.6
252838,The Wedding Ringer,35,6.5
18775,Demon Seed,"27, 878",5.9
6038,Shanghai Knights,"28, 12, 35, 37",6.135
402331,Hard Target 2,"28, 53",6.058
74122,The Bigamist,"18, 10749",6.5
18126,Hannah Montana: The Movie,"35, 18, 10751, 10402, 10749",6.6
392,Chocolat,"35, 18, 10749",6.966
1301969,铁血女枪手,"28, 10752",5.0
14863,Anaconda 3: Offspring,"12, 27",4.7
10077,A Sound of Thunder,"53, 878, 12, 28",4.849
934866,Bad Genius,"18, 53",6.6
839,Duel,"28, 53, 10770",7.42
718444,Rogue,"28, 12",5.6
339404,The Layover,"35, 10749",5.4
1083658,Scoop,18,6.394
535,Flashdance,"18, 10749",6.494
211587,Blood Shot,"28, 35, 27",4.1
103731,Mud,18,7.057
36419,After.Life,"18, 27, 9648, 53",6.3
460321,Close,"28, 12, 53",5.977
22480,La Vampire Nue,"27, 878",4.9
3604,Flash Gordon,"878, 12, 28",6.2
2046,The Gift,"27, 18, 53, 9648",6.5
52837,Warrior of the Lost World,"28, 878",2.7
42008,La famiglia,18,7.464
527952,Anunnaki,"878, 35, 14",6.9
308639,Dope,"80, 18, 35",7.1
8327,La montaña sagrada,18,7.564
783,Gandhi,"18, 36",7.557
457799,"Extremely Wicked, Shockingly Evil and Vile","18, 80",7.009
401469,Widows,"80, 53, 18",6.491
86829,Inside Llewyn Davis,"18, 10402",7.194
77949,The Awakening,"27, 53, 9648",6.371
530382,In the Shadow of the Moon,"878, 53",6.167
10851,Revolver,"18, 53, 80, 9648",6.346
806368,The Son,18,6.7
325133,Neighbors 2: Sorority Rising,35,5.8
864692,पठान,"28, 12, 53",6.505
464026,가자! 장미여관으로,"18, 10749",4.0
981063,Before Dawn,"10752, 18, 36",6.853
10715,Looney Tunes: Back in Action,"16, 35, 10751",6.3
20778,Le Doulos,"18, 53, 80",7.4
625379,Pasáček vepřů,"16, 10751, 14",0.0
398181,You Were Never Really Here,"80, 18, 53",6.5
48988,Hall Pass,"35, 10749",5.706
300681,Replicas,"878, 53, 18",6.0
39982,Just Before Dawn,"27, 53",6.019
10045,Banlieue 13,"28, 53, 878",6.804
1128505,My Dead Friend Zoe,"18, 35",6.632
4397,Casanova & Co.,35,3.8
10376,La leggenda del pianista sull'oceano,"18, 10402",8.3
32579,La misma luna,18,7.714
31592,The Old Dark House,"18, 27, 53",6.719
1189205,Blood and Snow,"878, 27",6.203
19901,Daybreakers,"28, 14, 878",6.277
1273002,28 Years Later Part 3,"27, 878, 53",0.0
10471,Next Friday,35,6.445
308624,옹녀뎐,10749,5.0
833339,Speak No Evil,"27, 53, 18",6.638
13649,High School Musical 2,"35, 18, 10751, 10402, 10749, 10770",6.508
676701,Tadeo Jones 3: La Tabla Esmeralda,"16, 12, 10751, 35, 14",7.5
2112,Payback,"28, 18, 80, 53",6.832
22408,Rage at Dawn,"28, 37",6.1
284293,Still Alice,18,7.483
3580,Changeling,"80, 18, 9648",7.591
319888,Eddie the Eagle,"35, 18, 36, 12",7.17
21518,Air Bud: Seventh Inning Fetch,"35, 10751",5.563
30485,Blue Summer,"35, 18",4.2
450806,All Saints,"18, 35",6.2
18700,Till the Clouds Roll By,10402,5.7
376659,Bad Moms,35,6.502
347183,ハイキュー!! 終わりと始まり,"16, 18",8.6
414419,Kill Bill: The Whole Bloody Affair,"28, 80, 53",8.0
921636,The Out-Laws,"10749, 28, 35",6.037
32823,Get Him to the Greek,"12, 35, 10402",5.972
14433,Zulu,"28, 18, 36, 10752",7.4
4255,The Party at Kitty and Stud's,"35, 18",3.8
480681,En affære,18,5.4
16307,The Wicker Man,27,7.347
500852,Miss Bala,28,6.4
760873,Tides,"878, 53",5.699
1127674,La città proibita,"28, 10749, 18",7.281
1002398,Donselya,"18, 10749",6.5
71186,Ворошиловский стрелок,"18, 28, 80",7.2
49640,The Lawless Frontier,"28, 37",4.7
639838,Cruel Fixation,53,6.7
726208,Voces,"18, 27, 53",6.504
918692,Гранит,"28, 10752",7.163
9948,The Fox and the Hound 2,"12, 16, 35, 10751",6.0
683340,Vengeance,"35, 9648, 53",6.6
20482,The Naked City,"80, 9648, 53",7.2
82525,Savages,"80, 18, 53",6.352
927547,പ്രഭയായ് നിനച്ചതെല്ലാം,18,6.9
11358,Walking Tall,"12, 18, 28, 53",6.3
10622,一個好人,"80, 28, 35",6.515
72207,The Five-Year Engagement,"35, 10749",5.852
177221,The Battery,"18, 27",6.2
417870,Girls Trip,"35, 10749, 12",6.838
82,Miami Vice,"28, 80, 53",6.005
257091,Get Hard,35,6.026
82,Miami Vice,"28, 80, 53",6.005
257091,Get Hard,35,6.026
438650,Cold Pursuit,"28, 80, 53, 35, 18",5.8
37021,らんま1/2 劇場版 決戦桃幻郷!花嫁を奪りもどせ!!,"28, 35, 16",8.0
574451,Turtles All the Way Down,"18, 10749",7.479
1187417,Rumours,"35, 27",4.8
11645,乱,"28, 18, 36",8.1
33542,紅番區,"80, 28, 35, 53",6.811
37434,Devil's Diary,"18, 27, 10770",5.1
172752,與鴨共舞,"18, 35",3.5
9722,Bewitched,"35, 14, 10749",5.067
130150,Labor Day,"18, 10749, 53",7.0
26278,Quatermass 2,"878, 27",6.4
9954,The Covenant,"14, 27, 12, 28",5.6
13690,Open Season 2,"12, 16, 35, 10751",5.8
2665,Airplane II: The Sequel,35,6.104
1586,Secret Window,"9648, 53",6.567
10285,Jason Goes to Hell: The Final Friday,"27, 53",4.579
12100,Windtalkers,"10752, 18, 28, 36",6.302
430231,The Endless,"878, 27, 53",6.319
45029,Fit to Kill,"28, 10749, 53",5.3
895959,Float,"10749, 18",6.8
1011082,The Greatest Hits,"18, 10402, 10749, 14",6.7
23566,Barbie and the Three Musketeers,"16, 10751",7.3
222071,Старухи,18,4.6
171424,The Green Inferno,"12, 27",5.7
44052,Black Widow,"9648, 18",6.4
72213,Courageous,18,7.6
46838,Tucker and Dale vs. Evil,"35, 27",7.378
936108,Smurfs,"16, 10751, 14",0.0
2690,Irma la Douce,"10749, 35",7.4
464088,Dangerous Game,"28, 80",5.4
262,The King of Comedy,"18, 35",7.78
1361117,Putri Bintang Lima,"18, 10749",7.0
429450,판도라,"53, 18, 28",7.556
504,Monster,"80, 18",7.215
71689,Phineas and Ferb The Movie: Across the 2nd Dimension,"16, 35, 10751, 10770, 878, 12, 28, 10402",7.1
523172,Late Night,"35, 18",6.403
10197,Nine,"18, 10402, 10749",5.5
8872,Wayne's World,"35, 10402",6.696
27501,The Bat,"35, 9648, 53, 27",6.4
10228,劇場版ポケットモンスター ミュウツーの逆襲,"16, 10751, 12, 14, 28",6.933
443463,Leave No Trace,18,6.8
389053,The Do-Over,"28, 12, 35",5.716
338676,Extinction,"28, 12, 27, 878, 53",6.252
944117,L'Abbé Pierre : Une vie de combats,36,6.5
1128505,My Dead Friend Zoe,"18, 35",6.632
901908,El juego de las llaves,35,5.95
10776,Little Shop of Horrors,"27, 35",7.0
693158,Proximity,"878, 18",6.557
38726,Stage Door Canteen,"35, 10402, 10749, 10752",6.1
1131279,Princesa Adormecida,"10749, 35, 14",6.45
18449,The Deadly Companions,37,5.7
816741,Ojos Grises,"28, 878",5.7
4474,My Super Ex-Girlfriend,"35, 878, 10749",5.121
347031,Swiss Army Man,"35, 18, 10749, 14, 12",6.9
1234397,Grand Theft Hamlet,"16, 18, 99",6.8
1336399,Der Vierer,35,6.0
1268749,Kromoleo,"27, 53",4.1
9969,Deck the Halls,"35, 10751",5.6
23962,Borderline,18,6.2
931628,A Sacrifice,53,5.5
10247,He Was a Quiet Man,"35, 18, 10749",6.4
1268749,Kromoleo,"27, 53",4.1
371608,The Strangers: Prey at Night,"27, 53",5.7
421,The Life Aquatic with Steve Zissou,"12, 35, 18",7.1
182117,Dominique,"18, 27, 9648",5.2
29427,The Crazies,"9648, 27, 28",6.3
79735,Shoot Out,37,6.3
625568,Unhinged,"28, 53, 27",6.4
6278,Reign of Fire,"12, 28, 14",6.198
40805,The Green Hornet,"28, 80, 35",5.583
12100,Windtalkers,"10752, 18, 28, 36",6.302
14924,Sid and Nancy,"18, 10749",6.8
473,Pi,"9648, 18, 53",7.119
1010928,Voleuses,"28, 35, 18",6.082
34078,The Screaming Skull,"53, 27",4.114
549053,Last Christmas,"35, 10749",7.227
942922,80 for Brady,"35, 18",6.3
23599,Wanted: Dead or Alive,"28, 80",5.9
450001,葉問外傳：張天志,"28, 80, 18",6.5
20278,Africa Screams,"35, 12",5.7
995456,Jurassic Greatest Moments: Jurassic Park to Jurassic World,99,6.5
139341,Mysteries,"9648, 18",5.1
64494,Malibu Express,"28, 12, 35, 80",4.947
13459,Barbie in 'A Christmas Carol',"16, 10751",7.1
3034,Young Frankenstein,35,7.9
18467,Spiral,"18, 53, 27",6.1
11527,Excalibur,"12, 14",6.95
19403,The Mechanic,"28, 53",6.697
10843,After Hours,"35, 53, 18",7.5
526811,Passion simple,"10749, 18",5.6
420622,Professor Marston and the Wonder Women,"18, 10749",7.2
171581,The Marine 3: Homefront,28,6.2
10376,La leggenda del pianista sull'oceano,"18, 10402",8.3
2609,"Planes, Trains and Automobiles",35,7.3
70519,Zum zweiten Frühstück: Heiße Liebe,35,3.2
1251,Letters from Iwo Jima,"28, 18, 10752",7.5
15657,Tarzan II,"12, 16, 10751",6.073
541134,The Good Nurse,"18, 80, 9648",6.9
522444,Black Water: Abyss,"27, 28, 12",5.2
417830,Diary of a Wimpy Kid: The Long Haul,"35, 10751, 12",5.3
20815,The Handmaid's Tale,"18, 878",6.176
1598,Cape Fear,"18, 80, 53",7.257
256961,Paul Blart: Mall Cop 2,"28, 35, 10751",5.2
2789,The Chronicles of Riddick,"28, 878",6.534
1775,Canadian Bacon,35,5.8
17610,Year One,"35, 12",5.0
42684,Skyline,"878, 28, 53",5.0
445585,포토그래퍼,,10.0
2291,Jacob's Ladder,"18, 9648, 27",7.36
494407,劇場版ポケットモンスター みんなの物語,"16, 10751, 12, 14",7.163
11708,Chitty Chitty Bang Bang,"10751, 10402, 12, 14, 35",6.783
939338,Pattie et la colère de Poséidon,"16, 12, 14, 10751, 35",6.7
37938,Stranger in Our House,"27, 10770",5.4
1366300,6 أيام,"18, 10749",0.0
29996,Solomon and Sheba,"36, 10749",6.4
15927,A Passage to India,"18, 12, 36",6.8
302401,Snowden,"18, 36, 80, 53",7.105
235296,新・団地妻　夫婦交換,,0.0
12481,唐山大兄,28,7.1
39913,滅絕七七,"28, 12",5.6
45745,Sintel,"16, 14",7.4
831151,真夜中乙女戦争,18,5.4
797787,當男人戀愛時,"10749, 18",7.1
696157,Whitney Houston: I Wanna Dance with Somebody,"10402, 36, 18",7.035
623,A Fish Called Wanda,"35, 80",7.203
881366,The End,"18, 14, 878",4.9
13683,Tarzan & Jane,"16, 10751",6.0
617882,소울메이트,"18, 10749",7.7
1369080,Mittran Da Challeya Truck Ni,35,0.0
572154,青春ブタ野郎はゆめみる少女の夢を見ない,"16, 10749, 18, 14",8.245
20762,The Substitute,"28, 80, 18, 53",6.9
26648,Il portiere di notte,"10752, 18, 10749",6.773
412988,The Happytime Murders,"28, 35, 80",5.774
9535,Analyze This,"35, 80",6.501
54532,Is It Just Me?,"18, 35, 10749",5.5
110,Trois couleurs : Rouge,"18, 9648, 10749",7.916
9529,Candyman,"18, 27, 53",6.619
18988,The Lion in Winter,"18, 36",7.4
393624,Official Secrets,"53, 36, 18",7.218
12140,イノセンス,"16, 18, 878",7.332
11615,The Life of David Gale,"18, 53, 80",7.4
949977,X-Deal 2,18,6.3
626392,மாஸ்டர்,"28, 53, 80, 12",6.8
1117006,Me contro Te: Il film - Vacanze in Transilvania,"10751, 14",6.196
14553,Stealing Beauty,"18, 10749",6.7
14753,Silk,"18, 10749",5.8
22582,Tom and Jerry: The Movie,"16, 35, 10751, 10402",6.3
803104,Sex Appeal,"35, 10749",6.655
117087,クレヨンしんちゃん 嵐を呼ぶジャングル,"16, 35, 12",8.0
406898,半妖乳娘,18,6.409
80662,恋の罪,"53, 27, 9648",6.9
2182,Attack of the Killer Tomatoes!,"35, 27, 878",5.023
282069,寄生獣,"878, 27, 28, 18",7.1
106046,Assault,"80, 18, 27, 9648",5.37
812341,FUBAR Vol. 1,"99, 27",6.4
11449,The Amityville Horror,27,6.3
692454,하숙집 : 굶주린 늑대들,10749,1.0
10756,The Haunted Mansion,"53, 14, 35, 10751, 9648",5.7
780609,Men,"27, 53, 14",6.111
257117,Blood Punch,"27, 53",6.411
16780,The Return of the Texas Chainsaw Massacre,"35, 27, 53",4.591
2309,Inkheart,"12, 10751, 14",6.291
270487,"Hail, Caesar!","35, 80, 9648, 18",5.923
2768,American Gigolo,"80, 18, 9648",6.1
53873,The Kennel Murder Case,"80, 9648",6.2
29912,The Robe,"18, 36",6.762
460648,机器之血,"878, 28, 12, 53",5.897
460793,Olaf's Frozen Adventure,"16, 10751, 12, 35, 14",6.5
1397314,Avicii - My Last Show,"10402, 99",7.4
12104,Pink Floyd: The Wall,"10402, 18",7.96
50456,Hanna,"28, 53, 12",6.6
134375,Home Alone: The Holiday Heist,"35, 10751, 10770",5.2
1053592,Todos los nombres de Dios,"18, 28, 53",6.4
100,"Lock, Stock and Two Smoking Barrels","35, 80",8.115
26440,Phoenix the Warrior,"28, 14, 878",3.6
3595,Ransom,"28, 53",6.7
1154762,His Three Daughters,"18, 35",7.0
11003,The Wedding Singer,"10749, 35",6.767
32671,Hate Crime,"18, 53",5.9
424488,Megan Leavey,"18, 10752",7.272
321697,Steve Jobs,"18, 36",6.777
570503,유열의 음악앨범,"10749, 18",7.8
44052,Black Widow,"9648, 18",6.4
227348,Paranormal Activity: The Marked Ones,"27, 53",5.4
228,Der blaue Engel,18,7.32
437586,mid90s,"18, 35",7.494
37257,Witness for the Prosecution,"18, 9648, 80",8.213
52451,The Three Musketeers,"12, 28, 53",5.8
11361,Halloween 5: The Revenge of Michael Myers,"27, 53",5.316
534780,अंधाधुन,"80, 9648, 53, 35",7.641
18736,The Lizzie McGuire Movie,"10751, 35",6.3
10603,George of the Jungle,"12, 35, 10751, 10749",5.627
724109,구멍동서,10749,6.4
460885,Mandy,"14, 28, 27",6.191
1180449,Sila Ay Akin,18,4.8
23566,Barbie and the Three Musketeers,"16, 10751",7.3
9825,Lake Placid,"27, 35, 28, 878, 53",5.93
21661,Air Bud: Golden Receiver,"35, 10751",5.06
505953,Storm Boy,"18, 12, 10751",7.1
31977,Black,18,7.6
9907,Barnyard,"16, 35, 10751",5.89
10155,U Turn,"80, 18, 53",6.644
2652,Hard Candy,"18, 53",6.817
48127,The North Star,"18, 10752",6.1
973778,The End We Start From,"18, 9648, 53",5.7
9715,Hope Floats,"10749, 18, 35",6.4
419479,The Babysitter,"35, 27",6.162
28609,ドラゴンボールＺ オラの悟飯をかえせッ!!,"16, 28, 14",6.755
31579,God Told Me To,"80, 27, 878",5.858
1117321,You'll Never Find Me,"27, 53",6.117
256522,レイプゾンビ2 LUST OF THE DEAD アキバ帝国の逆襲,"27, 35",6.3
68722,The Master,18,7.1
16995,State of Play,"53, 80, 9648",6.802
5550,RoboCop 3,"28, 12, 80, 878, 53",4.8
26932,The Island of Dr. Moreau,"878, 27, 12",5.493
17409,The Gunfighter,37,7.3
179826,Odd Thomas,"9648, 53",6.926
4550,친절한 금자씨,"18, 53",7.539
22907,Takers,"28, 80, 18, 53",6.2
263358,"Histoires d'Amérique: Food, Family and Philosophy",18,5.1
171424,The Green Inferno,"12, 27",5.7
559638,정사: 아내의 친구,10749,5.3
3989,Team America: World Police,"12, 28, 35",6.718
1196980,The Lonely Man with the Ghost Machine,"878, 27, 18",3.9
813258,Monster Pets: A Hotel Transylvania Short,"16, 35, 14",7.4
511322,The Good Liar,80,6.686
9838,King Solomon's Mines,"28, 12, 35",5.4
547012,Buffaloed,"35, 18",6.7
11615,The Life of David Gale,"18, 53, 80",7.4
22739,Carter's Army,"10770, 10752, 12",4.3
24803,Julie & Julia,"10749, 18",6.7
9718,Talladega Nights: The Ballad of Ricky Bobby,35,6.362
13455,Push,"878, 28, 12, 53",6.137
10756,The Haunted Mansion,"53, 14, 35, 10751, 9648",5.7
10220,Rounders,"18, 80",7.006
7520,Cocktail,"10749, 18, 35",6.109
560238,옆집 소녀 2,10749,6.9
593,Солярис,"18, 878, 9648",7.804
333669,Bastille Day,28,6.3
541134,The Good Nurse,"18, 80, 9648",6.9
34996,The Addiction,"18, 27",6.4
1187075,MAD,"35, 10749, 18",6.429
20794,Novocaine,"35, 80, 53",6.0
597891,Kate,"28, 53",6.64
393519,Grave,"18, 27",7.1
424121,Apostle,"27, 9648",6.106
393624,Official Secrets,"53, 36, 18",7.218
12140,イノセンス,"16, 18, 878",7.332
626392,மாஸ்டர்,"28, 53, 80, 12",6.8
1117006,Me contro Te: Il film - Vacanze in Transilvania,"10751, 14",6.196
14553,Stealing Beauty,"18, 10749",6.7
1289004,Siccin 7,27,2.5
14753,Silk,"18, 10749",5.8
22582,Tom and Jerry: The Movie,"16, 35, 10751, 10402",6.3
803104,Sex Appeal,"35, 10749",6.655
117087,クレヨンしんちゃん 嵐を呼ぶジャングル,"16, 35, 12",8.0
8870,Red Planet,"53, 28, 878",5.7
406898,半妖乳娘,18,6.409
556901,Teen Titans Go! vs. Teen Titans,"28, 16, 35, 10751, 14, 878",7.53
10847,Lord of the Flies,"12, 18, 53",6.382
614939,Bros,"35, 10749",6.707
157841,The Young and Prodigious T.S. Spivet,"12, 18, 10751",6.846
77805,Lovelace,18,6.019
27619,The Hazing,27,5.7
12600,劇場版ポケットモンスター セレビィ 時を超えた遭遇,"12, 14, 16, 878, 10751",6.463
1857,The Transformers: The Movie,"16, 878, 28, 12, 10751",7.12
615643,Minari,18,7.3
445954,Acts of Vengeance,"53, 28, 18",5.9
22349,Abilene Town,"37, 10749",5.3
51736,Bloomington,"10749, 18",6.6
14029,Dèmoni,27,6.6
11880,Dog Soldiers,"27, 28, 53",6.728
10073,Date Movie,"35, 10749",4.2
34015,We Live in Public,99,6.936
20815,The Handmaid's Tale,"18, 878",6.176
43795,Penny Serenade,"18, 10749",6.6
167262,Cattle Annie and Little Britches,37,6.1
958263,독전 2,53,6.7
890980,Los renglones torcidos de Dios,"18, 9648, 53",7.3
43279,Attack Force Z,"10752, 28",6.1
9331,Clear and Present Danger,"28, 18, 53",6.7
14462,The Manchurian Candidate,"18, 53, 9648",6.472
2759,"The Adventures of Priscilla, Queen of the Desert","18, 35",7.3
916605,The Infernal Machine,"53, 9648",6.266
2100,The Last Castle,"28, 18, 53",7.166
646207,The Ice Road,"28, 53",6.804
590706,Jiu Jitsu,"28, 878, 14",4.8
36231,ギニーピッグ4 ピーターの悪魔の女医さん,"27, 35",4.1
244,King Kong,"12, 14, 27",7.595
1358280,Taboo: Family Secrets,"10749, 18, 53",5.8
43392,The Jackie Robinson Story,"18, 10751",6.4
1361117,Putri Bintang Lima,"18, 10749",7.0
386861,P.S. 걸,"10749, 53",5.4
11471,英雄本色,"28, 80, 18",7.414
15356,The Girl Next Door,"53, 80, 18, 27",6.7
1003579,Batman: The Doom That Came to Gotham,"16, 14, 28, 9648",6.6
1273,TMNT,"12, 16, 35, 10751",6.1
649,Belle de jour,"18, 10749",7.356
1273,TMNT,"12, 16, 35, 10751",6.1
649,Belle de jour,"18, 10749",7.356
220882,London Fields,"80, 53",5.1
10669,Deliverance,"18, 12, 53",7.3
49009,The Way Back,"18, 12, 36",6.997
29845,A Woman Under the Influence,18,7.8
9320,The Avengers,"28, 12, 53, 878, 35",4.4
1107054,MIKI,53,5.9
43329,Apache,"28, 37",6.1
36239,Slaughtered Vomit Dolls,"27, 18",4.2
1024530,Grimcutty,27,5.12
790,The Fog,27,6.7
44041,The Dark Mirror,"53, 9648",6.9
4416,Les Misérables,"18, 36",6.9
444090,Askeladden - I Dovregubbens hall,"12, 14",6.787
398222,용주골,"18, 10749",1.0
1333192,Home Sweet Loan,"18, 10751, 35",8.423
363805,Bikini Model Academy,35,3.8
222666,Gola profonda nera,"53, 18, 27",3.4
14863,Anaconda 3: Offspring,"12, 27",4.7
10393,The Replacements,35,6.652
61370,Men in War,"10752, 18",6.7
560144,Skylines,"878, 28, 53",5.6
1008640,黄金大逃狱,80,5.6
8012,Get Shorty,"35, 53, 80",6.492
3084,Wuthering Heights,"18, 10749",7.189
51162,Winnie the Pooh,"16, 10751, 35, 12",6.9
723419,Mr. Harrigan's Phone,"18, 27, 9648",6.41
11699,Bad Lieutenant: Port of Call - New Orleans,"18, 80",6.2
632856,Spirited,35,6.874
1300245,"I Am Ready, Warden",99,6.3
204922,Before I Go to Sleep,"53, 9648",6.477
9279,Jingle All the Way,"10751, 35, 12",6.0
11033,Dressed to Kill,"53, 9648, 27",6.959
274109,Palmeras en la nieve,"18, 36, 10749",7.4
591120,해적: 도깨비 깃발,"28, 12, 35, 14",6.547
52011,十三人の刺客,"12, 28",7.5
9288,Dungeons & Dragons: Wrath of the Dragon God,"28, 12, 14, 10770",4.561
651045,노래방: 화끈한 여자들 2,"18, 10749",0.0
70579,José Rizal,"18, 36, 10752",9.0
54178,獨臂刀,"28, 18",6.8
1266780,شباب البومب,"28, 35",8.2
795853,Gaia,"27, 14, 18",5.9
157825,White Bird in a Blizzard,"53, 18",6.174
24657,Offret,18,7.7
14534,Rudy,"18, 36",7.358
138446,Люди и звери,18,5.6
13830,Shottas,"28, 12, 80, 18",7.6
559638,정사: 아내의 친구,10749,5.3
12448,The Hunchback of Notre Dame II,"16, 10751, 35",5.4
803114,The Requin,"27, 9648, 53",4.8
402897,The Death of Stalin,"35, 18, 36",7.004
17058,Scarlet Street,"18, 80",7.6
12225,Cashback,"18, 35, 10749",6.947
11522,Pretty in Pink,"10749, 18, 35",6.7
424121,Apostle,"27, 9648",6.106
11024,Scooby-Doo 2: Monsters Unleashed,"9648, 14, 12, 35",6.1
67398,The Dallas Connection,28,4.6
399035,The Commuter,"28, 53, 9648",6.4
668343,Alien Outbreak,"878, 27",3.7
668343,Alien Outbreak,"878, 27",3.7
9289,The Longest Day,"10752, 28, 18",7.582
21452,名探偵コナン 14番目の標的,"16, 80, 9648, 12",7.205
353446,American Beach House,35,4.3
318553,Sugar Daddies,"18, 53, 10770",4.8
111969,Stuck in Love,"18, 35",7.4
38035,Sweet Sugar,"28, 18",4.2
540468,గీత గోవిందం,10749,6.8
1070535,Canceled,"9648, 27, 53",6.0
80035,The Watch,"35, 28, 878",5.587
496985,Psychophonia,"27, 878, 53, 18, 80, 9648",2.9
274479,Joy,"18, 35",6.545
259018,Behaving Badly,35,5.302
284293,Still Alice,18,7.483
1268818,Emma és Eddie: A képen kívül,"99, 18",5.5
28676,Schiave bianche: violenza in Amazzonia,"12, 18, 27",6.0
1371344,Le crime de la Tour Eiffel,"80, 10770",0.0
10656,Subway,"28, 53",6.5
7552,Fun with Dick and Jane,"35, 80",6.206
24099,Dreamscape,"18, 878, 53",6.1
10471,Next Friday,35,6.445
283587,Beasts of No Nation,"18, 10752",7.6
14174,Lie with Me,18,5.215
75638,Red Lights,53,6.187
894169,Vendetta,"28, 80",6.055
15739,Annie,"35, 18, 10751",6.527
13022,Rogue,"28, 27, 53",6.348
465136,Every Day,"10749, 14",7.243
11878,用心棒,"18, 53",8.1
20770,But I'm a Cheerleader,"35, 10749",7.058
1172676,Poison,"35, 53",6.876
502292,The Last Summer,"10749, 35",6.0
49527,Man on a Ledge,"28, 53, 80",6.428
23045,Killers from Space,"27, 878",3.7
5955,The Pledge,"80, 18, 9648, 53",6.564
42369,Road to Emmaus,"18, 10770",6.6
10982,Hoodwinked!,"16, 35, 10751, 80, 10402",6.232
15516,The Last House on the Left,"27, 53, 80, 18",5.989
37560,Five Minutes to Live,"80, 53",5.684
1180629,Kneecap,"10402, 35, 18",7.1
9272,The Good Son,"53, 18, 27",6.765
26393,Breaking Up,"18, 10749",4.527
144336,Sabotage,"28, 18, 53, 80",5.592
986677,Grinders,"27, 35, 28",0.8
10167,Half Past Dead,"80, 28, 53",5.106
11525,Lawnmower Man 2: Beyond Cyberspace,"878, 27, 28, 53",3.2
43364,西鶴一代女,18,7.8
1092,The Third Man,"53, 9648",7.916
16296,Killer Klowns from Outer Space,"35, 27, 878",6.604
1012546,俺と○○○すれば売れる,18,0.0
610892,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,"18, 14, 16",8.14
291549,암살,"28, 53, 18",7.3
868985,¡Que viva México!,"18, 35",7.349
338676,Extinction,"28, 12, 27, 878, 53",6.252
483980,Z-O-M-B-I-E-S,"14, 35, 10749, 10770",7.2
167313,Monster High: Why Do Ghouls Fall in Love?,"14, 16",8.0
476292,さよならの朝に約束の花をかざろう,"16, 14, 18, 12",8.188
527776,Overcomer,18,7.7
9838,King Solomon's Mines,"28, 12, 35",5.4
98914,Мать,18,7.1
356814,Amateur Teens,18,5.0
17111,ชัตเตอร์ กดติดวิญญาณ,"27, 9648, 53",7.3
294272,Pete's Dragon,"12, 10751, 14",6.369
370964,Он - дракон,"14, 10749",7.227
13155,Return to Oz,"12, 10751, 14",6.697
255491,Authors Anonymous,35,4.7
12572,"New York, I Love You","35, 18, 10749",5.9
16,Dancer in the Dark,"18, 80",7.87
10649,The Enforcer,"80, 28",6.719
84308,"Madrid, 1987",18,6.4
16899,Easy Virtue,"35, 10749",6.4
1181678,¿Quieres ser mi hijo?,"35, 10749",8.6
623,A Fish Called Wanda,"35, 80",7.203
48242,Hundra,"12, 14, 28, 878",4.8
9564,Astérix & Obélix contre César,"10751, 12, 35, 14",5.986
622832,吹哨人,"28, 80, 9648",6.3
25504,Shock Corridor,"18, 53, 9648",6.969
212481,Ashens and the Quest for the Gamechild,"35, 12",6.2
522212,Just Mercy,"18, 80, 36",7.857
6620,Sabrina,"35, 10749, 18",7.502
601666,I Care a Lot,"80, 53, 18",6.583
305127,The Frame,"18, 878",6.306
9433,The Edge,"28, 12, 18",6.8
3050,Doctor Dolittle,"35, 10751, 14",5.7
24418,Cirque du Freak: The Vampire's Assistant,"12, 14, 28, 53",5.8
11471,英雄本色,"28, 80, 18",7.414
371265,The Storyteller,18,7.0
32030,Hopscotch,"35, 12",7.0
1413717,Justicia para Diego,"10770, 99",9.0
452832,Serenity,"53, 9648, 18",5.4
10837,DuckTales: The Movie - Treasure of the Lost Lamp,"12, 16, 10751, 35, 14",6.7
152760,The Monuments Men,"10752, 18, 36, 28",6.06
649,Belle de jour,"18, 10749",7.356
1248753,Amber Alert,"53, 18",7.132
1126692,Ni Chaînes Ni Maîtres,"18, 36",6.659
